No;Tweet;Sentiment
749;W oczekiwaniu .....#spokój ;calm
750;jest pięknie <3 #cisza #spokój;calm
751;#Odpoczynek #urlop #morze #fale #spokój #relaks #restauracja #Unieście;calm
752;W tej chwili wróciłem z gór #WęgierskaGórka #spokój #cisza #relaks #czystepowietrze;calm
753;Dwa piwa i chipsy wyszły ..... Czas iść spać #wakacje #baltyk #relax #rest #spokoj;calm
754;Niedziela, spełniony ... :) #mazury #caffe #cisza #spokój #odpoczynek;calm
755;Szczyt szczytem (NATO) a w Wilanowie spokój. #Wilanów #park #jestpieknie #spokoj #janIIIsobieski #palace;calm
756;Nic tak nie uspakaja, jak browarek przed snem w towarzystwie lądujących samolotów. #spokoj;calm
757;Wyjątkowe arcydzieła Cudowne #zacisze #góry i #Szwajcaria #Snow #Spokój #DreamHouse #Peace;calm
758;"tez tak uważam #spokoj jedni odchodzą inni przychodzą ;)";calm
759;"jeszcze tylko 1 miesiąc, przyjdzie wreszcie wyczekany urlop... #potrzebuje #spokój uciekniemy z Lidką w plener ;]";happy
760;Cudny widok, prawda? :) <3 Tasteaway #cisza #spokój #czerwonedomki #Szwecja;happy
761;#Wasyl mentalnie przygotowany do wieczornych emocji;calm
762;"No to płyniemy, a na wodzie nikogo więcej. I jest bosko ;-) #rejs #Warta #relaks #spokój #podróż #blog #travel";calm
763;Oaza spokoju ;calm
764;Wsi spokojna, wsi wesoła... #wieś #relax #relaks #weekend #spokój #cisza #natura #slonce #prawiewakacje;calm
765;Mieć codziennie taki widok po przebudzeniu... #vacation2016 #plaża #vietnam #chill #klimat #spokój #upał #temperatu;calm
766;Świętowanie spokoju i wysyłanie dobrych myśli ważnym ludziom :) #piątek #wino #spokój #dobreżyczenia;calm
767;O zmartwieniach, na teraz i na potem #problem #przyszlość #spokój #zmarwienia;calm
768;Piękny dzień w Hotelu Dworek Wapionka... #blekitneniebo #cisza #spokoj #spiewajaceptaki Idealne warunki do odpoczywania!;calm
769;"Poniedziałkowe poranki takie są. Cisza i spokój na mojej wiosce. ;) #cisza #spokój #wieś #pole #rzepak #niebo #chmu";calm
770;Podsumowanie weekeendu: spałam 7h, zaliczyłam 4 imprezy i tupot białych mew. A teraz ciii... #cisza & #spokó;neutral 
771;Choć dzisiaj pochmurne i zimno widoki rekompensują...#przestrzeń #powrót #dziękuję #deszczowo #spokój ;calm
772;W przyszły poniedziałek mój ojciec wyjeżdża na miesiąc do sanatorium! #cisza #spokój #radość;happy
773;"""Cisza na morzu, bałwan śpi... "" czyli zabawa, która działa i wśród przedszkolaków i w pracy w zbyt rozgadanym teamie.";neutral 
774;@ka_arcoiris myślę, niech każdy wyznaje swoje idee, i da innym żyć #spokój #miłość #harmonia :D;neutral 
775;Dotleniłam się na wiosennym spacerze :) ;calm
776;#harmonia i #spokój choć na jeden dzień dla tego świata a może raczej dla ludzi.;calm
777;Ten widok uspokaja. Bo dziś. Ciężko jakoś. I w ogóle. #morze #spokój #kiepskidzień;calm
778;Wielkanocne klimaty. #cisza i #spokój;calm
779;Moja rodzina postanowiła pokłócić się przy wielkanocnym stole, więc skończyliśmy śniadanie po 5 minutach. #rodzinneświęta #miłość #spokój xD;depressed
780;W takich dniach jak Triduum Paschalne szczególnie doceniam i dziękuję @RadioMaryja #Wielkanoc #modlitwa,#spokój,#wyciszenie,#muzyka,#sztuka;happy
781;Mazury  piękne miejsce, cisza, spokój Można odreagować wszystko  #poland #mazury #mazurycudnatury #spokój #relax;calm
782;Dziś wieczór pod hasłem uważności. A Wy jakie macie plany? #calm #spokoj #uważność #książka;calm
783;"@adzgb No dobra. Już. #spokój #miłość #łagodność #zrozumienie Acha, gdzie jest moja dubeltówka ? ;-)";indeterminate
784;Niech to trwa nigdy się nie kończy ,nawet śmierć nas nie rozlaczy !;happy
785;Soboto, najlepszy dzien na pracę i ogranianie wszystkiego bo jest #cisza i #spokoj ! To jest święta prawda:];happy
786;Dziś cały dzień zajety, teraz dopiero w domu #spokój#odpoczynek;happy
787;CISZA I #SPOKÓJ. SILENCE AND PEACE;calm
788;Po lekturze #Kucając bez większego żalu opuściłbym miasto #Stasiuk #książki #literatura #Czarne #święty #spokój;calm
789;Podwodny, spokojny świat;calm
790;"Piątkowe rozkosze czas zacząć ;) Kończcie szybko pracę i zapraszamy na nasze fotele - #odpoczynek #spokój #relax";happy
791;Co czujesz gdy wchodzisz po całym dniu do #domu? #azyl #dom #spokoj;calm
792;Nie pozwól ludziom wciągnąć Cię, w ich burzę. Wciągnij ich w swój #spokój.;calm
793;Moje #szczęście to #spokój i #wolność. A Twoje?;calm
794;Za dużo #myślimy i #czytamy o spokoju, a za mało go doświadczamy #spokój;calm
795;Wyciszony #umysł jest wszystkim czego potrzebujesz ... #SiłaSpokoju #spokój;calm
796;ona rozpala nasze serca, ostatecznie zaprowadza #spokój w umyśle i daje #jedność z #Bogiem;calm
797;Totalne zauroczenie! #góry #są #wspaniałe #cisza #spokój #podróże ;happy
798;niedziela już pojutrze #spokoj;happy
799;Polskie #morze najpiękniejsze :) Buziaki Aga @ogrodmowi #darłówko #natura #spokój ;calm
800;Odnaleźć siebie #harmonia #osobowość #spokój #zorganizowanie ;calm
801;Nie dajcie się ogłupić kochani. ŹLI LUDZIE chcą abyśmy się bili między sobą. #Spokój;neutral 
802;Po pracowitym dniu czas na #relaks i #spokój. Zachęcam wszystkich do medytacji. #medytacja;calm
803;Przyszedł, przytulił się, zasnął. #spokój #nietylkotata #mamateżpotrafi #fajniefajnie #dobranoc;calm
804;Ochota na pistacje i zimne piwko #relax #spokój;calm
805;Znajdziemy dla Ciebie najlepsze #rozwiązanie finansowe. #problem #radość #spokój ;neutral 
806;Na dzisiejszy dzień czekałem od 1992 roku. Wreszcie wiem,że moje Państwo jest w dobrych rękach. #spokój;calm
807;Szczególnie w niedzielę. #kawa #niedziela #spokój;calm
808;Na poniedziałkowe ukojenie proponujemy naszą herbatkę:   #poniedziałek #spokój #herbata;calm
809;#Raszyn Jeszcze #cisza i #spokój ale wkrótce będzie się działo.O g.18 #msza z kard. #Nycz przy znakach #SDM @sdm_pl;happy
810;Killa dni przerwy od programów informacyjnych i człowiek jakby szczęśliwszy. Przypadek? #tvpinfo #polityka #spokój;calm
811;Piątkowy tłiterowy wieczór #spokoj #cisza :);calm
812;A mnie zwolennicy PiS, którzy jadą po zwolennikach PiS #spokój !;upset
813;@Tannenhouser Tak to jest jak się postępuje moralnie z tymi co nawet nie wiedzą co to oznacza, #Niemcy mają #spokój a my #PolskieObozy...;upset
814;Siedzę na tarasie, :) wszyscy poszli na grzyby #Cisza #Spokoj;calm
815;Nad morzem spokojnie #bałtyk #morze #spokój #cisza #woda #franciszkanie;calm
816;Siedzimy w ogrodzie - jest fajnie <3 z #rozmowy #dobrywieczór #fajnyczas #spokój #spokójducha #cisza;calm
817;A teraz o tak siedzę sobie <3 #alemidobrze #spokój #cisza #ogród #czaszksiążką #czasdlamnie;calm
818;i w dodatku czuję sie mniej przygotowana do tego, niz względem poprzednich egzaminów i jestem mega zniechęcona;discouraged 
819;To jeden z tych wieczorów, kiedy jestem totalnie zniechęcona do życia i funkcjonowania;discouraged 
820;I sie dziwi czemu pózniej jestem zniechęcona do śpiewania;discouraged 
821;Mam dzisiaj tylko 5 lekcji, przede mną ostatnia a dawno nie byłam taka zmęczona i zniechęcona XDDD;discouraged 
822;Jestem tak bardzo zniechęcona do wszystkiego;discouraged 
823;ostatnio jestem kompletnie zniechęcona do hiszpańskiego i męczy mnie to, przed każdymi zajęciami czy podczas nauki i:/ oby minęło;discouraged 
824;@RydelsPrincess :( powinnas ja sie czuje zniechecona co nauki;discouraged 
825;Nie pomagacie mi w kwestii pójścia na studia :/// aktualnie jestem tak zniechęcona, że naprawdę myślę o rejestracji w pośredniaku;discouraged 
826;jestem tak ostatnio zniechęcona do oglądania filmów, że aż mi naprawdę przykro. za dużo paździerzy w kinie.;discouraged 
827;to takich którymi sie wszyscy mega mega jarają, jestem mega zniechęcona np. teen wolf, ale ujdą i takie ;discouraged 
828;szybciej były ruchy niż dźwięk i czuję się zniechęcona do filmu;discouraged 
829;Zaksa wydaje sie zniechęcona tą inprezą :(;discouraged 
830;przykre, że widziałam najpierw występ aoa z excuse me, bo bardzo mi się nie podobał, a piosenka jest tak chwytliwa, a ja jestem zniechęcona;discouraged 
831;nawet laski z mojej klasy jarają się skam... jestem do tego serialu zniechęcona coraz bardziej;discouraged 
832;Przez to,ze jestem zniechęcona do szkoły to uczę się jak jakaś pustaczka same 1 i 2;discouraged 
833;Sherlock tutaj to ostatnio dosyć często ja. zniechęcona do życia... ;discouraged 
834;na początku byłam do tych włosów zniechęcona, ale tbh wygląda uroczo ;discouraged 
835;Matura która mam w maju powinna mnie motywować do pracy, a tymczasem jestem jeszcze bardziej zniechęcona;discouraged 
836;po tej całej przerwie świątecznej miałam być wypoczęta, a jestem jeszcze bardziej zmęczona i zniechęcona do szkoły.;discouraged 
837;Jestem zniechęcona by żyć;discouraged 
838;jak przeczytałam opis to byłam do tego zniechęcona, ale koleżanka mi pożyczyła, wiec przeczytalam i się zakochalam <3;happy
839;Jestem tak zniechecona do sylwestra w tym roku ze niby za dwa dni nowy rok;discouraged 
840;Zrobiłam 2/9 elementow strategii i już czuję się nią zmęczona i zniechęcona;discouraged 
841;indeterminate, co to są te Cztery strony, ale od razu czuje się zniechęcona, żeby się dowiedzieć.;discouraged 
842;takim gadaniem jestem jeszcze bardziej zniechęcona, dziękuję bardzo;discouraged 
843;czy tylko ja jestem zniechęcona do obchodzenia sylwestra? niedość ze trzeba wszystko ogarnąć to nic to nie zmienia w moim życiu tylko-;discouraged 
844;jestem tak zniechęcona do świąt że nawet nie kupuję nikomu prezentów. Tydzień jak tydzień tylko mamy drzewo w domu -.-;discouraged 
845;zniechęcona całym dniem ;discouraged 
846;Nie mam chęci bycia na lekcjach. Jestem zniechęcona. Szkoda że nie mogę być prymusem czy coś.;discouraged 
847;mam mnostwo milych, najgorsze to odejscie krisa bo od tamtego czasu jestem mega zniechecona do exo ;discouraged 
848;Poszłabym coś zjeść, ale wiem, że nie jestem głodna tylko zniechęcona do geografii;discouraged 
849;indeterminate kiedy ostatnio bylam tak zniechecona do uczenia sie;discouraged 
850;jestem tak zniechęcona już;discouraged 
851;Ale w sprawie YoI dyskutować nie będę, po prostu nie łapię hajpa, wręcz przeciwnie, coraz bardziej jestem zniechęcona.;discouraged 
852;Dopiero co zaczęłam się uczyć biologii a już jestem mega zniechęcona;discouraged 
853;Ja na początku byłam troche zniechęcona, bo nienawidzę norweskiego języka ale od razu sie wciągnęłam ;neutral 
854;Powiem wam, że jakoś jestem zniechęcona do tych wszystkich związków i tego wszystkiego;discouraged 
855;@JBluvsBabycakes czuję się skutecznie zniechęcona, zwłaszcza tymi oliwkami;discouraged 
856;@M_Eragonka plotkę, że david solans odchodzi z serialu. indeterminate jeszcze, czy to prawda, ale czuję się mocno zniechęcona. jak to bez bruna?!;discouraged 
857;@Yprisjaa albo jestem zniechęcona, bo ja się męczę i się nie widzę jako prawnik, a moja mama już tak.;discouraged 
858;Wyczerpania zniechęcona i to nie tylko wstosunku do spraw świata ale i swojego życiaŁadowali i ładowalipewnie żebym niczym się nie zajmowala;discouraged 
859;Nie ważne jak zajebisty styl pisania czy ciekawa fabuła. Jeden błąd ortograficzny i jestem tak kurewsko zniechęcona do czytania, Boże;discouraged 
860;@MajaNiedzwiecka kiedyś ręczniczkiem, ale teraz niczym nie nakrywałam, a już zniechęcona jestem, tyle sera zmarnowałam :(((;discouraged 
861;Miałam tak doskonały humor, a później zobaczyłam swój grafik na grudzień i jestem zupełnie zrezygnowana i zniechęcona do wszystkiego.;discouraged 
862;dzisiaj muszę zrobić tyle rzeczy że już na samą myśl jestem zniechęcona;discouraged 
863;"Prawa Strona ewidentnie zniechęcona po ""występie"" #glinski Ucichły rozmowy, znikł naturalny entuzjazm na tl. Podsumowanie wekendu @pisorgpl";discouraged 
864;jeszcze nie ma poniedziałku, a ja już czuję się zniechęcona i zmęczona;discouraged 
865;Czuję się zniechęcona do wszystkiego :));discouraged 
866;Aktualnie przez życie jestem zniechęcona do Rumcajsa #sorrynotsorry;discouraged 
867;"@hiiammusic połączenie ;) Dużo też zależy od uniwersytetu i wykładowców. Przez kiepską organizację jestem trochę zniechęcona.";discouraged 
868;@mementobunny +zachecilam do tego siostre ktora byla zniechecona do anime a to pokochala haha;happy
869;w sumie to indeterminate dlaczego jestem taka zniechęcona i zimna, bo póki co moje życie jest ok, jedynie takie sprawy wewnętrzne mnie martwią;discouraged 
870;mam 17 lat a już jestem tak zniechecona do życia ze nie chce wiedzieć co będzie dalej;discouraged 
871;jestem tak zniechęcona do wszystkiego, że czuję się jak inna osoba ok;discouraged 
872;zaczynam 6 sezon pll i wewnętrznie płaczę, bo jestem bardzo zniechęcona do niego;discouraged 
873;szczerze? To czuje sie zniechęcona do jakiegokolwiek działania,bo tak naprawdę nic nawet akcja nie zdzialamy,przykro #cometopolandshawn;discouraged 
874;Dopiero co byly wakacje i bylam taka zniechecona ze jeszcze tyle trzeba czekac lol #JutroTeenWolf;discouraged 
875;Jesyem tak zniechęcona do szkoły, ze chyba powinnam dostać nagrodę;discouraged 
876;@ilydeems a no chyba że tak, rozumiem, tez czulabym sie zniechecona.. ja tez chcialam isc na kosmetologie ale juz sama indeterminate;discouraged 
877;@teaforjai @padvcklestrsh ja w pewnym momencie juz byłam taka zniechęcona ta kolejka ze słabo mi było ale BUBU wyszło i kurwa było warto;happy
878;@NeedDollarMommy jestem ostatnio tak zniechecona kosciolem, ze naorawde sie zastanawiam d l a c z e g o oni ingeruja w zycie panstwa,;discouraged 
879;@PKaczmarek_ No akurat @PaulinaPiechna jest tą opieszałością tak samo zniechęcona jak my. @sldpoland;discouraged 
880;Jestem zniechęcona do szkoły nie koniecznie tym co się uczymy czy cos tylko jestem zniechęcona przez wszystkich nauczycieli..;discouraged 
881;Od miesiąca licze każdą pieprzoną kalorię a nawet kilograma nie schudłam. Jestem mega zniechęcona ://;discouraged 
882;założyłam z nudów konto na interpals i pierwszą osobą która do mnie napisała to 49-letni holender, czuję się zniechęcona do tego portalu;discouraged 
883;"A podobno nauczyciel ma zachęca ucznia do nauki Zabawne, ale ja się czuje raczej zniechęcona bo i tak zawsze, że ""to za dobrze jak na cb"" :(";discouraged 
884;a później pretensje, że jestem zniechęcona do nauki i się ich wstydzę,no kurwa mam udawać,że są kochającymi rodzicami gdy jest w na odwrót;discouraged 
885;@cezarykrysztopa Chyba nie jest tak źle, milcząca większość jest zniechęcona, trzeba lepszego PR'u, niestety. @PK_GOV_PL @eugeniuszhyzy;neutral 
886;Jutro będę w domu o 17, ale jakoś specjalnie nie jestem zniechęcona, idk.;discouraged 
887;Po tym jak siedziałam w domu ten tydzień, bardzo miałam ochotę się uczyć A teraz jestem bardziej zniechęcona niż po tym jak dostałam 3chemi;discouraged 
888;@niazkilam1313 +jakąś fanką oglądania seriali bo po tw byłam zniechecona troszke ale ostatnio zaczęłam ogladam scream queens i jest super;happy
889;@luv_my_cliffo biedna :( nawet sobie nie mogę wyobrazić jakbym miała iść zniechęcona na angielski :((;discouraged 
890;jestem super zniechęcona do szkoły;discouraged 
891;Pewnie nadciągają mroczne dni w miesiącu, dlatego wciąż się czuję taka zniechęcona do wszystkiego :/;discouraged 
892;Wgl mam takie coś z twd że jak się zaczyna nowy sezon albo zmienia się miejsce akcji to jestem taka zniechęcona;discouraged 
893;jestem zniechecona bo ucze sie a oceny mam chujowe;discouraged 
894;Jezu mam dziś tyle pracy ze jestem tak zniechęcona do życia ze tragedia!!!;discouraged 
895;@5IdiotsInHead witam w klubie...ja juz jestem tak zniechecona, że nawet nie mam siły się uczyć, dzisiaj nic jeszcze nie zrobiłam i jestem;discouraged 
896;@drizzybbyo ja juz i tak jestem zniechęcona, nie jestem nietolerancyjna ale dosłownie boje sie homoseksualistów głownie dziewczyn +;discouraged 
897;mowie do mame, ze nigdy nie czulam sie tak przytloczona i zniechecona do ludzi jak dzis, a ona, zebym szla i odpoczela, awww;discouraged 
898;A co do wypadku Yeri i Seulgi: trochę ostatnio byłam zniechęcona do Yeri, ale nie aż tak, żeby jej się coś stało... T.T;discouraged 
899;do niektórych przedmiotów jestem tak cholernie zniechęcona, że to jest masakra;discouraged 
900;Jestem tak zniechęcona tą sytuacją i okolicznościami, że chętnie wrócę do domu. Pendolino. Kierunek Kraków.;discouraged 
901;a czuje sie zniechecona do Mino, przez Lucje;discouraged 
902;idk czemu, ja obejrzałam cały FREAK SHOW i nie byłam tak mocno zniechęcona;discouraged 
903;jestem tak zniechęcona do życia przez tą jebaną kostkę, że zaraz jebne;discouraged 
904;trochę się cykam kupić droższe akwarelki, bo boję się że będę tak zniechęcona do malowania, że użyję ich tylko raz;discouraged 
905;jestem już taka zniechęcona do tego zawodu, ale nie stać mnie na studia;discouraged 
906;@liveluos okazuje sie wgl ze nie musze wiec jestem jeszcze bardziej zniechęcona;discouraged 
907;jestem aktualnie w 100% zniechęcona do szkoły;discouraged 
908;Ostatnio moja wiara jest bardzo słaba, to chyba dlatego ze jestem zniechęcona do Kościoła. Przez to całe gówno które robią.;discouraged 
909;Skończyłam 5 sezon ahs i aaa podobał mi się bardzo chociaż z samego początku byłam zniechęcona;happy
910;Codziennie rano siedzę na łóżku jakieś 15 minut i myślę o tym jak bardzo zmęczona i zniechęcona jestem;discouraged 
911;@elevenscat Zapewne, ale na miejscu nieco bardziej otyłych osób byłabym skutecznie zniechęcona do zakupów w takim miejscu.;neutral 
912;@WikunaW Sapkowski jest w porządku, ale jak ogólnie jestem jakoś zniechęcona do czytania polskich autorów. A czytam to dosłownie wszystko.;discouraged 
913;@Im_Cherry98 U mnie wręcz przeciwnie. Podobnie czuje większość mojej klasy. Po lekcjach byłam zupełnie zniechęcona..;discouraged 
914;Jak tak na niego patrzę to jestem już całkowicie zniechęcona... do niego oczywiście :(;discouraged 
915;ja się budze i od razu sobie przypominam, że właściwie to nie chce mi się żyć i jestem zniechęcona do robienia czegokolwiek ze swoim życiem;discouraged 
